"intelSourceNAME","intelNAME"
"ZScaler Threat Labz","Nuclear Exploit Kit and Flash CVE-2014-0515"
"ZScaler Threat Labz","Nuclear exploit kit - complete infection cycle"
"MALware FORensics SECurity","Nuclear pack (exploit kit) landing pane details"
"TrendLabs Security Intelligence Blog","Obfuscated Flash Files Make Their Mark in Exploit Kits"
"Websense Security Labs Blog","Official Website of Popular Science Compromised"
"F-Secure Labs","Out-of-Band Flash Player Update for CVE-2014-8439"
"Symantec Connect","Popular Japanese Publisher's Website led to Gongda Exploit Kit"
"Cisco Blog > Security","RIG Exploit Kit Strikes Oil"
"Kahu Security","RIG Exploit Pack"
"Kahu Security","Reversing RIG EK's Flash File"
"Symantec Connect","Rig Exploit Kit Used in Recent Website Compromise"
"Malware don't need Coffee","Say Hello to Astrum EK"
"Malware don't need Coffee","SevPod : The Waledac (Spambot.Kelihos) Affiliate by Severa"
"Malwarebytes UNPACKED","Shining some light on the ""Unknown"" Exploit Kit"
"Malware don't need Coffee","Silence Exploit Kit new brows.....oh wait !"
"Kahu Security","Sneaky Redirect to Exploit Kit"
"Malwarebytes UNPACKED","SocialBlade.com compromised, starts redirection chain to Nuclear Pack exploit kit"
"Symantec Connect","Spin.com visitors served malware instead of music"
"Proofpoint threatinsight","Streaming Media Site Hit by Malvertising"
"Malwarebytes UNPACKED","Streaming Netflix on your PC? Beware of Silverlight exploit"
"Malwarebytes UNPACKED","Sub-domain on SourceForge redirects to Flash Pack Exploit Kit"
"Symantec Connect","Sundown exploit kit adds Internet Explorer exploit before any other kit"
"Kahu Security","The Resurrection of RedKit"
"Websense Security Labs Blog","The official website of AskMen is compromised to serve malicious code"
"Symantec Connect","Third Adobe Flash zero-day exploit (CVE-2015-5123) leaked from Hacking Team cache"
"Cisco Blog > Security","Threat Spotlight: Angler Lurking in the Domain Shadows"
"Avast Blog","Tiny Banker Trojan targets customers of major banks worldwide"
"Recorded Future","Tracking Moving Targets: Exploit Kits and CVEs"
"Malware don't need Coffee","Unpatched Vulnerability (0day) in Flash Player is being exploited by Angler EK"
"TrendLabs Security Intelligence Blog","Website Add-on Targets Japanese Users, Leads To Exploit Kit"
"Malwarebytes UNPACKED","Yet another case of malvertising on The Pirate Bay"
"TrendLabs Security Intelligence Blog","YouTube Ads Lead To Exploit Kits, Hit US Victims"
"Malware Analysis: The Final Frontier","Zuponcic: ""Is it a bird?... Is it a plane?... No, it's another... wait, what!?"" --- Part 2"
"Bromium Labs","Pirates of the Internetz: The curse of the waterhole"
